STATION;DATE;DP01;DP10;DP1X;DSND;EMNT;EMXP;EMXT;PRCP;TAVG;TMAX;TMIN
USW00013958;2003-06;7;4;2;0;18,3;48,8;36,7;115,6;27,9;33,6;22,1
USW00013958;2003-07;6;4;0;0;20,6;11,4;38,3;35,9;29,3;35;23,6
USW00013958;2003-08;6;5;1;0;19,4;50,8;43,3;74,7;30;36,4;23,6
USW00013958;2003-09;8;6;0;0;14,4;16;36,1;52,8;25,8;31,2;20,4
USW00013958;2003-10;7;3;0;0;7,8;8,9;34,4;26,2;22,4;28,7;16,1
USW00013958;2003-11;8;3;0;0;0;15;29,4;33,5;17,6;22,9;12,3
USW00013958;2003-12;3;2;0;0;-1,1;9,9;25;12,7;12,9;19,5;6,3
USW00013958;2004-01;7;3;1;0;-1,7;65,5;26,1;105,4;12,5;17,5;7,5
USW00013958;2004-02;12;10;0;1;-1,1;23,9;24,4;94,8;11;16,1;5,9
USW00013958;2004-03;12;6;0;0;6,7;18;30,6;58,7;19,2;24,4;14
USW00013958;2004-04;10;6;1;0;5,6;45,7;30,6;100,9;20,2;25,2;15,2
USW00013958;2004-05;10;7;0;0;10;24,9;37,8;84,9;24,7;29,8;19,6
USW00013958;2004-06;14;9;5;0;18,3;107,7;36,1;289,8;26,5;31,4;21,6
USW00013958;2004-07;4;4;0;0;20;7,1;36,7;21,1;28,3;33,8;22,8
USW00013958;2004-08;6;4;0;0;16,7;25,1;38,3;48,4;28,4;34,5;22,4
USW00013958;2004-09;3;2;1;0;17,2;35,8;35,6;39,9;26,7;32,5;20,8
USW00013958;2004-10;9;6;2;0;10;50,3;33,3;117,4;24,4;29,4;19,4
USW00013958;2004-11;11;10;4;0;2,2;117,1;27,8;358,1;15,4;20,5;10,3
USW00013958;2004-12;4;3;0;0;-4,4;2,8;26,7;8,4;11,4;17,4;5,3
USW00013958;2005-01;9;6;1;0;-1,7;34,5;26,7;57;12,4;17,3;7,6
USW00013958;2005-02;11;7;0;0;2,2;19,1;27,8;56,3;13,2;17,5;8,9
USW00013958;2005-03;12;8;0;0;2,8;23,9;29,4;109,4;16;22,1;9,8
USW00013958;2005-04;5;3;0;0;6,7;9,4;34,4;18,4;19,8;26,2;13,3
USW00013958;2005-05;7;3;2;0;7,8;37,1;36,1;79,7;23,6;29,3;18
USW00013958;2005-06;1;1;0;0;17,8;22,6;37,8;22,6;28,6;34,6;22,6
USW00013958;2005-07;13;7;0;0;20,6;24,4;40;69,9;29,5;35,8;23,3
USW00013958;2005-08;6;4;1;0;20;30,7;38,9;62,1;29,8;35,9;23,7
USW00013958;2005-09;3;2;0;0;20,6;20,6;41,7;36,6;29,1;35,5;22,7
USW00013958;2005-10;5;3;1;0;5,6;29;35;45,3;21,6;28,1;15,1
USW00013958;2005-11;1;1;0;0;-0,6;8,4;31,1;8,4;18,2;24,9;11,5
USW00013958;2005-12;2;0;0;0;-5;2;27,8;2,3;11,2;18,1;4,3
USW00013958;2006-01;3;2;1;0;1,7;33,5;30;45,7;14,8;22;7,6
USW00013958;2006-02;8;3;0;0;-2,2;14;28,3;22,8;12,5;18,8;6,3
USW00013958;2006-03;10;7;2;0;1,1;82,8;32,8;191,6;18,7;24,6;12,9
USW00013958;2006-04;5;4;1;0;10;35,3;37,2;73,4;23,8;30,1;17,5
USW00013958;2006-05;9;3;2;0;11,1;68,1;35,6;134,3;25,1;31,5;18,8
USW00013958;2006-06;6;6;1;0;17,2;30,5;38,3;80,7;28,1;34,4;21,8
USW00013958;2006-07;6;1;0;0;21,7;8,1;39,4;12,2;30;36,1;24
USW00013958;2006-08;1;1;0;0;19,4;5,6;40;5,6;31,4;38,2;24,6
USW00013958;2006-09;8;5;1;0;13,9;30,2;38,3;76,2;26,8;33,2;20,4
USW00013958;2006-10;6;5;2;0;6,7;36,1;34,4;99,9;22;28,4;15,6
USW00013958;2006-11;5;1;1;0;0,6;30,2;32,8;32,8;17,7;24,2;11,3
USW00013958;2006-12;9;5;2;0;-1,7;36,8;26,7;106,6;12,7;18,2;7,1
USW00013958;2007-01;13;10;1;1;-1,7;93;27,2;175,7;8,6;13,2;4,1
USW00013958;2007-02;4;0;0;0;-4,4;1;30,6;3,5;12,5;18,8;6,2
USW00013958;2007-03;11;7;4;0;1,1;37,8;29,4;151;18,6;23,9;13,4
USW00013958;2007-04;10;6;0;0;1,1;20,3;29,4;57;18,7;24;13,5
USW00013958;2007-05;13;9;3;0;15,6;57,2;32,8;178,1;24,1;28,9;19,4
USW00013958;2007-06;13;11;1;0;18,9;45;34,4;137,4;27,2;31,9;22,4
USW00013958;2007-07;17;15;2;0;21,1;53,8;34,4;249,8;27,3;31,4;23
USW00013958;2007-08;8;5;0;0;21,1;23,6;37,8;63,5;29,5;34,7;24,2
USW00013958;2007-09;8;5;2;0;19,4;41,7;35;100,9;27,4;32,5;22,2
USW00013958;2007-10;4;1;1;0;6,7;25,9;34,4;28,8;23,3;29,9;16,7
USW00013958;2007-11;4;2;0;0;2,2;22,6;31,7;29,5;17,2;23;11,4
USW00013958;2007-12;7;3;0;0;-2,2;7,4;28,9;17,1;12,6;19,7;5,5
USW00013958;2008-01;7;2;0;0;-3,9;10,2;26,7;21;10,2;16,1;4,4
USW00013958;2008-02;3;2;0;0;-2,2;7,6;33,3;13;15,2;22,9;7,5
USW00013958;2008-03;9;4;1;0;0,6;26,4;35,6;72,8;17,4;24,1;10,7
USW00013958;2008-04;6;5;1;0;5;34;33,3;89,4;20,9;27,5;14,4
USW00013958;2008-05;9;5;1;0;13,9;26,4;38,3;43,1;26,5;32,6;20,5
USW00013958;2008-06;3;2;0;0;20;11,4;39,4;18,7;30,8;37,4;24,1
USW00013958;2008-07;2;1;0;0;20,6;7,6;40,6;9,6;30,3;37,3;23,4
USW00013958;2008-08;9;3;1;0;21,1;48,8;40,6;60,8;30,1;36,4;23,8
USW00013958;2008-09;2;0;0;0;15;0,3;38,3;0,6;27;33,7;20,3
USW00013958;2008-10;3;2;1;0;4,4;26,2;33,9;51,1;21,7;28,9;14,5
USW00013958;2008-11;6;1;0;0;2,2;14;30;18,4;17,1;23,6;10,5
USW00013958;2008-12;8;1;0;0;-2,2;4,6;27,2;10,3;11,9;18,7;5,1
USW00013958;2009-01;7;1;0;0;-2,2;12,7;28,3;18,9;12;19,4;4,6
USW00013958;2009-02;4;2;0;0;-1,1;17,8;32,8;37,4;16,1;23;9,2
USW00013958;2009-03;9;6;1;0;0,6;40,4;30;77,2;17,7;24,1;11,2
USW00013958;2009-04;8;5;1;0;3,9;31,5;35;72,1;20,6;26,9;14,3
USW00013958;2009-05;4;2;1;0;11,1;38,9;36,1;45;25,8;31,6;19,9
USW00013958;2009-06;3;2;0;0;16,1;22,9;41,1;34,3;30,3;37,3;23,4
USW00013958;2009-07;3;1;0;0;22,8;3,3;41,1;6,4;31,9;38,9;25
USW00013958;2009-08;4;2;0;0;21,7;14,5;40,6;19,6;31,7;38,7;24,7
USW00013958;2009-09;10;7;3;0;14,4;60,7;38,3;174,4;25,7;30,9;20,4
USW00013958;2009-10;11;9;3;0;7,8;52,8;33,3;174,6;20,4;25,6;15,2
USW00013958;2009-11;6;5;1;0;4,4;41,4;26,1;71,2;16,2;22,1;10,4
USW00013958;2009-12;10;4;1;0;-3,9;26,7;23,3;66,4;8,6;13,6;3,7
USW00013958;2010-01;6;4;1;0;-8,3;43,9;24,4;83,6;9,3;15;3,7
USW00013958;2010-02;9;5;0;0;-1,1;21,8;24,4;78,1;8,5;13,6;3,4
USW00013958;2010-03;9;6;1;0;2,2;26,7;28,3;84,3;15;21,6;8,4
USW00013958;2010-04;7;4;1;0;5;30,7;31,1;54,1;20,4;26;14,7
USW00013958;2010-05;7;3;1;0;12,2;31,2;35,6;47,8;25,9;31,7;20,1
USW00013958;2010-06;6;6;3;0;19,4;63,5;37,2;150,6;28,9;34;23,9
USW00013958;2010-07;9;7;0;0;22,8;23,6;37,2;85,8;29,2;34;24,3
USW00013958;2010-08;0;0;0;0;18,9;0;41,7;0;31,5;38,1;24,8
USW00013958;2010-09;11;8;2;0;12,8;178,8;37,8;335,4;27,1;32,3;21,8
USW00013958;2010-10;3;0;0;0;4,4;1,3;31,7;2,1;21,8;28,9;14,7
USW00013958;2010-11;3;2;0;0;1,1;11,7;29,4;17,3;16,8;23,1;10,5
USW00013958;2010-12;3;3;0;0;-2,2;13,7;26,7;20;12,3;18,5;6,1
USW00013958;2011-01;5;3;1;0;-3,3;41,9;27,2;74,1;9,8;15,6;4,1
USW00013958;2011-02;5;3;0;0;-8,3;5,1;29,4;12,2;12,8;19,5;6,1
USW00013958;2011-03;4;0;0;0;2,2;1,3;32,2;2,4;19,2;25,8;12,6
USW00013958;2011-04;2;1;0;0;5;6,4;35,6;6,9;24,5;31,5;17,5
USW00013958;2011-05;5;2;1;0;7,8;75,2;37,8;92,7;25,6;32,1;19,1
USW00013958;2011-06;2;1;1;0;19,4;50,5;41,1;51;30,6;37,7;23,5
USW00013958;2011-07;2;0;0;0;22,8;1;40,6;1,3;32;39;25,1
USW00013958;2011-08;0;0;0;0;23,3;0;44,4;0;33,1;40,5;25,9
USW00013958;2011-09;2;1;0;0;15;4,1;40,6;4,6;29,1;37,1;21,2
USW00013958;2011-10;2;2;1;0;6,7;43,2;35;55,6;22,1;29,1;15,1
USW00013958;2011-11;7;4;1;0;0,6;29;30;74,1;16,6;22,9;10,4
USW00013958;2011-12;14;10;1;0;-2,8;25,9;26,1;125,2;11,2;16;6,5
USW00013958;2012-01;6;4;1;0;-0,6;79,8;26,7;119,5;12,8;19,3;6,3
USW00013958;2012-02;12;5;1;0;-1,7;43,7;33,3;77,4;14,1;19,3;9
USW00013958;2012-03;8;5;2;0;5,6;70,4;31,1;139;19;24,4;13,5
USW00013958;2012-04;3;1;0;0;10,6;3;34,4;5,5;23,2;29,5;16,9
USW00013958;2012-05;9;7;1;0;15;68,6;35,6;138,6;25,4;31,1;19,8
USW00013958;2012-06;4;0;0;0;19,4;0,8;42,8;1,7;29,6;36;23,1
USW00013958;2012-07;8;6;2;0;20;68,6;38,3;148;29,6;35,7;23,4
USW00013958;2012-08;3;1;1;0;21,1;30,7;41,7;31,8;30,6;37,2;24
USW00013958;2012-09;5;5;2;0;16,1;57,7;39,4;144,9;26,6;32,8;20,5
USW00013958;2012-10;5;4;0;0;4,4;13,2;32,8;24,3;21,2;27;15,4
USW00013958;2012-11;0;0;0;0;2,8;0;31,1;0;17,9;24,8;11
USW00013958;2012-12;4;1;0;0;-2,8;6,1;28,9;8;14,1;20,5;7,7
USW00013958;2013-01;7;3;1;0;-1,1;48;28,9;73,2;12;18;6
USW00013958;2013-02;8;1;0;0;1,7;3;29,4;9,7;15;21,5;8,5
USW00013958;2013-03;4;3;0;0;1,1;21,6;32,2;29,8;17,1;24,3;9,9
USW00013958;2013-04;7;4;1;0;4,4;53,3;31,1;81,7;19,4;25,6;13,2
USW00013958;2013-05;8;5;2;0;6,7;83,8;35,6;153,2;24,3;30,5;18,1
USW00013958;2013-06;5;3;0;0;17,2;9,1;42,2;23,4;29,6;36;23,1
USW00013958;2013-07;6;3;1;0;19,4;38,1;40,6;74;29,9;36,3;23,5
USW00013958;2013-08;2;1;0;0;20,6;4,6;41,7;6,9;31,2;38,2;24,1
USW00013958;2013-09;14;6;2;0;14,4;74,2;40;147,9;28,6;35;22,3
USW00013958;2013-10;12;9;4;0;6,7;107,2;33,9;337,4;21,9;27,8;16,1
USW00013958;2013-11;9;5;1;0;0;46,5;32,2;87,2;14,4;19,7;9,1
USW00013958;2013-12;4;2;0;0;-2,7;11,7;29,4;18,3;10,1;15,9;4,2
USW00013958;2014-01;7;2;0;0;-5,5;4,1;27,8;11,5;10,4;17,6;3,1
USW00013958;2014-02;4;3;0;0;-3,2;3,8;30;9,6;12,7;19,1;6,3
USW00013958;2014-03;8;3;0;0;-4,3;18,8;31,7;32,3;14,9;21,4;8,4
USW00013958;2014-04;6;3;1;0;3,9;34;35,6;48,1;20,7;26,6;14,8
USW00013958;2014-05;7;6;3;0;7,8;62,2;34,4;180,1;23,6;29,7;17,6
USW00013958;2014-06;8;5;1;0;17,8;37,8;35,6;78,3;27,8;32,8;22,8
USW00013958;2014-07;6;3;2;0;20,6;89,7;38,3;141,8;29,1;35,1;23,1
USW00013958;2014-08;2;0;0;0;20;1,8;40;3,1;30,6;37,2;24
USW00013958;2014-09;12;9;1;0;15,6;93;38,3;177,4;27;32,5;21,5
USW00013958;2014-10;5;2;1;0;10,6;36,1;34,4;47,1;23,6;29,4;17,8
USW00013958;2014-11;8;4;2;0;-1;83,8;27,2;146,9;13,2;18,9;7,4
USW00013958;2014-12;10;3;0;0;-1;15;25;27;12,8;17,1;8,5
USW00013958;2015-01;10;9;1;0;-4,9;52,6;28,3;127,6;9,3;14,6;3,9
USW00013958;2015-02;9;2;0;0;-1;6,6;28,3;12,8;10,7;16,5;5
USW00013958;2015-03;13;7;2;0;-3,2;55,1;28,9;122,7;15,7;21,1;10,3
USW00013958;2015-04;11;4;0;0;9,4;14,5;33,9;58,7;21,8;27;16,5
USW00013958;2015-05;19;13;5;0;12,8;132,1;31,7;446,7;24;28,6;19,4
USW00013958;2015-06;11;8;4;0;17,8;67,6;35;225,8;27,3;32,4;22,1
USW00013958;2015-07;0;0;0;0;21,1;0;38,9;0;29,8;35,4;24,1
USW00013958;2015-08;1;1;0;0;21,7;8,9;40,6;8,9;30,8;37,4;24,2
USW00013958;2015-09;4;2;1;0;17,2;26,7;38,3;48,1;28,6;35,1;22,1
USW00013958;2015-10;6;6;2;0;10,6;125,2;37,2;301;23,7;30,1;17,2
USW00013958;2015-11;11;5;2;0;0;37,1;29,4;95;16,4;21,3;11,5
USW00013958;2015-12;5;3;2;0;1,1;39,1;27,2;76,2;13,9;20,3;7,6
USW00013958;2016-01;3;2;0;0;-0,5;5,1;30;8,7;11,1;17,2;4,9
USW00013958;2016-02;2;1;1;0;0;33,8;28,3;34,1;15,4;22;8,8
USW00013958;2016-03;11;5;1;0;1,7;55,4;33,3;89,3;18,9;24,8;13,1
USW00013958;2016-04;11;10;3;0;6,7;34;32,2;180,8;21,1;27;15,3
USW00013958;2016-05;17;15;2;0;12,2;57,2;32,8;181,9;23,4;28,4;18,4
USW00013958;2016-06;6;5;1;0;18,3;40,9;38,3;66,2;28,4;33,8;22,9
USW00013958;2016-07;4;2;1;0;23,3;26,9;38,9;49,2;31,1;37,2;25,1
USW00013958;2016-08;14;9;2;0;21,7;59,7;40,6;176;29,1;34,2;24
USW00013958;2016-09;7;2;1;0;15,6;31;37,2;53,3;28,1;33,6;22,5
USW00013958;2016-10;1;1;0;0;8,3;4,3;34,4;4,3;24,3;30,7;17,8
USW00013958;2016-11;11;7;1;0;1,7;27,2;32,8;79;18,7;24,2;13,2
USW00013958;2016-12;6;4;1;0;-4,9;32,8;28,9;64,6;12,8;17,5;8,1
USW00013958;2017-01;8;6;1;0;-7,1;39,9;28,9;105;13,7;19,9;7,5
USW00013958;2017-02;4;2;1;0;4,4;28,4;32,2;53;18,1;24,2;11,9
USW00013958;2017-03;8;4;0;0;4,4;18,5;30;63,1;20,3;25,9;14,7
USW00013958;2017-04;6;3;0;0;8,9;18;35;31;22,1;28,2;15,9
USW00013958;2017-05;10;5;1;0;10,6;31;36,1;72,6;24,6;31,1;18,1
USW00013958;2017-06;8;5;2;0;18,9;35,3;40;77,6;28,9;34,7;23,1
USW00013958;2017-07;4;1;0;0;20;4,1;41,7;5,9;31,6;38,6;24,7
USW00013958;2017-08;8;4;3;0;20;129;38,9;265,1;29,6;35,3;23,9
USW00013958;2017-09;5;2;1;0;13,9;41,1;35,6;51,5;26,6;32,3;21
USW00013958;2017-10;5;3;0;0;3,9;17,5;33,3;44,8;21,6;28;15,2
USW00013958;2017-11;2;0;0;0;3,3;2;31,1;3;19;24,7;13,3
USW00013958;2017-12;7;5;2;0;-2,7;41,7;29,4;109,6;11,3;16,8;5,9
USW00013958;2018-01;5;2;0;0;-7,7;3,6;22,2;7,2;9,9;16;3,8
USW00013958;2018-02;15;5;0;0;-0,5;15,2;28,3;43,5;13,4;18;8,8
USW00013958;2018-03;6;3;1;0;5;83,3;32,2;95;19,4;25,6;13,3
USW00013958;2018-04;5;1;0;0;4,4;7,1;31,7;12;19,7;26,4;12,9
USW00013958;2018-05;4;2;1;0;14,4;93,2;37,2;116,1;27;32,8;21,2
USW00013958;2018-06;10;3;1;0;21,7;32,3;38,3;54,3;30,3;36;24,5
USW00013958;2018-07;5;4;2;0;22,2;45;43,3;102,2;30,9;37,4;24,4
USW00013958;2018-08;3;1;0;0;21,1;5,8;40,6;8,4;31,5;38,3;24,8
USW00013958;2018-09;18;11;3;0;16,7;41,9;37,8;202,1;27;31,5;22,4
USW00013958;2018-10;17;14;2;0;6,7;41,9;32,8;196,8;21,1;25,6;16,6
USW00013958;2018-11;7;5;0;0;-1,6;14,7;30;44;13,8;19,5;8
USW00013958;2018-12;11;5;2;0;0;63,8;27,2;148,4;11,8;16,9;6,6
USW00013958;2019-01;9;5;1;0;0;59,4;25;86,1;10,9;16,4;5,4
USW00013958;2019-02;10;2;0;0;0;4,3;32,8;15;13,5;18,2;8,9
USW00013958;2019-03;4;1;0;0;-3,2;8,6;30,6;10,4;15,8;21,4;10,2
USW00013958;2019-04;10;6;3;0;4,4;86,4;33,9;185;20,8;27;14,6
USW00013958;2019-05;10;7;3;0;12,8;82,8;33,3;191,1;24,9;29,6;20,1
USW00013958;2019-06;12;10;1;0;18,9;26,4;36,7;113,1;27,9;33,5;22,3
USW00013958;2019-07;2;1;0;0;17,2;9,7;39,4;10;30,3;36,3;24,2
USW00013958;2019-08;3;2;1;0;23,9;33;40,6;38,4;32,2;38,7;25,7
USW00013958;2019-09;4;2;0;0;22,8;8,6;39,4;16,2;31,1;37,7;24,5
USW00013958;2019-10;11;5;2;0;1,1;52,3;37,2;106,5;22,1;28,7;15,4
USW00013958;2019-11;6;5;0;0;-1;4,3;31,1;16,7;14,9;21,6;8,3
USW00013958;2019-12;3;2;0;0;-1;9,9;28,3;21,1;13,3;20;6,5
USW00013958;2020-01;9;4;0;0;1,7;22,6;27,8;60,6;14,2;19,7;8,6
USW00013958;2020-02;9;3;1;0;-0,5;34,3;27,2;58,3;12,8;18,9;6,7
USW00013958;2020-03;10;5;1;0;7,2;36,3;33,3;102;20,4;25,5;15,3
USW00013958;2020-04;10;6;0;0;6,1;21,3;36,7;73,1;20,7;27;14,5
USW00013958;2020-05;11;7;2;0;12,8;60,2;36,1;199,1;25,4;31,7;19,1
USW00013958;2020-06;6;4;1;0;17,2;31,8;37,8;67,9;28,5;34,2;22,7
USW00013958;2020-07;3;2;0;0;23,3;11,9;42,2;16,5;31,6;37,9;25,3
USW00013958;2020-08;1;1;1;0;20;31,8;41,7;31,8;31,9;39,2;24,7
USW00013958;2020-09;8;7;3;0;11,7;58,2;37,8;151,5;25,7;30,8;20,6
USW00013958;2020-10;4;2;0;0;3,9;4,6;37,2;8,9;22,1;29;15,2
USW00013958;2020-11;4;1;0;0;0,6;16,5;30,6;18,5;19,1;25,7;12,4
USW00013958;2020-12;5;3;2;0;-1;45,2;27,8;103,4;12,7;19,9;5,6
USW00013958;2021-01;9;2;1;1;-0,5;27,2;26,7;41,6;12;18,5;5,5
USW00013958;2021-02;11;4;0;6;-13,8;13,7;30;48,5;9,1;14,7;3,4
USW00013958;2021-03;8;4;0;0;3,3;12,4;30,6;28,3;18,2;24,6;11,8
USW00013958;2021-04;8;4;1;0;6,1;34,8;33,3;87,2;20,6;26,3;14,9
USW00013958;2021-05;14;12;3;0;14,4;36,6;34,4;183,7;23,9;28,9;18,9
USW00013958;2021-06;11;6;0;0;17,8;24,4;37,8;91,1;28,6;33,8;23,5
USW00013958;2021-07;12;6;2;0;21,7;33;37,8;102,9;28,9;34,1;23,8
USW00013958;2021-08;6;4;1;0;21,7;61;38,3;91,5;30;35,5;24,5
USW00013958;2021-09;3;3;1;0;14,4;36,1;38,9;45,5;28,3;35,3;21,3
USW00013958;2021-10;7;5;1;0;9,4;62,2;33,3;134,5;23,5;29,8;17,2
USW00013958;2021-11;3;2;1;0;3,9;43,9;28,3;60,9;16,5;22,9;10,1
USW00013958;2021-12;5;1;1;0;0,6;41,4;29,4;43,1;18,4;23,9;12,9
USW00013958;2022-01;4;3;1;0;-3,8;49,3;27,2;56,1;10;16,5;3,6
USW00013958;2022-02;5;2;2;0;-6;39,4;31,1;73,7;10;17,1;2,9
USW00013958;2022-03;6;2;0;0;-2,1;14,7;32,8;25,2;16,9;24,6;9,2
USW00013958;2022-04;8;1;1;0;6,7;39,4;35,6;43,8;23,2;29,2;17,1
USW00013958;2022-05;8;4;1;0;14,4;25,4;37,8;51,7;27,9;34,6;21,3
USW00013958;2022-06;2;2;1;0;20;42,7;40,6;57,9;30,9;38;23,9
USW00013958;2022-07;0;0;0;0;23,9;0;43,3;0;32,6;39,9;25,2
USW00013958;2022-08;8;6;1;0;21,7;94,7;41,1;145,4;31,1;37,6;24,6
USW00013958;2022-09;3;1;0;0;16,1;9,4;37,2;12;28,1;34,8;21,6
USW00013958;2022-10;5;4;0;0;5,6;21,8;36,7;55,3;22,4;29,6;15,2
USW00013958;2022-11;15;9;2;0;1,7;27,2;30;105,3;15,1;19,7;10,5
USW00013958;2022-12;8;1;1;0;-9,3;45,7;27,8;49,8;12,8;18,1;7,5
USW00013958;2023-01;8;2;0;0;-1,6;20,8;28,9;32;13,7;19,8;7,5
USW00013958;2023-02;6;3;1;0;-1,6;26,4;32,8;45,3;13,7;20,4;7,1
USW00013958;2023-03;7;3;1;0;3,9;27,7;32,2;41,7;18,8;24,8;12,8
USW00013958;2023-04;7;5;1;0;8,3;50;34,4;106,2;20,3;26,1;14,4
USW00013958;2023-05;9;4;1;0;14,4;54,1;34,4;109,3;25;30,4;19,6
USW00013958;2023-06;6;3;0;0;19,4;17;41,1;29,4;30,2;36,6;23,8
USW00013958;2023-07;2;0;0;0;23,9;0,8;42,2;1,1;32,6;39,7;25,6
USW00013958;2023-08;1;1;0;0;21,1;2,8;43,3;2,8;32,9;40,5;25,2
USW00013958;2023-09;5;4;0;0;19,4;19;41,7;40,1;29,9;36,6;23,3
USW00013958;2023-10;8;7;3;0;3,9;65,3;36,7;181,7;22,3;28,2;16,4
USW00013958;2023-11;6;4;0;0;1,7;11,7;29,4;30,7;15,3;20,1;10,4
USW00013958;2023-12;7;4;1;0;-0,5;32,5;23,9;61,5;13,2;19,4;7,1
USW00013958;2024-01;9;6;3;0;-8,8;79;25;154,1;8,7;14,5;3
USW00013958;2024-02;3;2;0;0;0,6;16,3;31,1;25,2;15,9;21,7;10,2
USW00013958;2024-03;8;4;0;0;6,1;18,8;32,8;34;18,7;24,2;13,3
USW00013958;2024-04;9;5;1;0;8,9;39,1;31,7;88,3;22,1;27,5;16,7
USW00013958;2024-05;9;6;4;0;16,7;41,1;37,2;157,4;26,6;31,6;21,8
USW00013958;2024-06;3;3;1;0;21,1;31,8;38,3;45,5;30,1;35,6;24,6
USW00013958;2024-07;7;6;1;0;22,8;26,4;38,9;76,9;29,9;35,5;24,3
USW00013958;2024-08;4;2;0;0;22,2;24,1;42,8;38,4;31,1;37,6;24,6
USW00013958;2024-09;2;1;0;0;15,6;8,4;37,8;9,4;28,4;34,7;22,1
USW00013958;2024-10;1;0;0;0;11,7;0,3;38,3;0,3;25,6;33;18,3
USW00013958;2024-11;5;3;1;0;3,9;45,5;31,7;57,5;18,9;25,9;11,9
USW00013958;2024-12;13;4;0;0;1,1;10,7;31,7;30,8;15,3;21,1;9,6
USW00013958;2025-01;8;2;0;0;-6,6;23,4;23,9;51,1;8,3;13,6;3
USW00013958;2025-02;7;2;1;0;-7,7;31,2;30,6;41,3;12,8;18,4;7,1
USW00013958;2025-03;7;4;0;0;4,4;21,8;35,6;46,5;20;27,3;12,7
USW00013958;2025-04;;;;;;;;;;;
